,SIGHTING_ID,OCCURRED_DATE,CITY,STATE,COUNTRY,SHAPE,SUMMARY,YEAR,CITYSTATE
35602,35603,2016-03-21,Wylie and Rowlett,TX,USA,Fireball,"I observed several balls of fire and strobing lights that seemed to be chasing each other over the night sky over Wylie, TX.",2016.0,"Wylie and Rowlett, TX"
35641,35642,2016-03-18,Eau Gallie,FL,USA,Fireball,"Red/white fireball in Melbourne, Florida.",2016.0,"Eau Gallie, FL"
35648,35649,2016-03-17,Franklin Furnace,OH,USA,Flash,Lights in the sky.,2016.0,"Franklin Furnace, OH"
35657,35658,2016-03-17,San Ysidro (Baja??),CA,USA,Oval,"2050 through 2100 hrs., San Ysidro, CA.  I observed two bright flashing lights approximately SSW at about 30-degrees elev..",2016.0,"San Ysidro (Baja??), CA"
35666,35667,2016-03-16,Forrest City,AR,USA,Orb,"Orb like object over Forrest City, Arkansas.",2016.0,"Forrest City, AR"
35668,35669,2016-03-16,Nogal,NM,USA,Orb,"My spouse and I saw bright red orbs off in the horizon.  At first I saw 2, then they both disappeared at the same time for a few secs.",2016.0,"Nogal, NM"
35681,35682,2016-03-15,Lookout Mountain,GA,USA,Circle,Huge circle couldn't see the sky on either side.,2016.0,"Lookout Mountain, GA"
35682,35683,2016-03-15,Saver,PA,USA,Disk,I saw a matter gray disc when I was driving.,2016.0,"Saver, PA"
35687,35688,2016-03-15,Plymouth Meeting,PA,USA,Triangle,"I didn't only see this object but ""felt""; its presence also, like I was seeing something I should not have been able to.",2016.0,"Plymouth Meeting, PA"
35690,35691,2016-03-15,Omak,WA,USA,Oval,UFO flies above and around Omak around 20:00hrs on 3/15/16.,2016.0,"Omak, WA"
35694,35695,2016-03-14,Irrigon,OR,USA,Changing,"First I heard a vibration then a shaking feeling, I thought it was bass from music.  I felt the sound more than heard it.",2016.0,"Irrigon, OR"
35698,35699,2016-03-13,Los Fresnos,TX,USA,Light,14 orange lights seen traveling the same path within 15 minutes.,2016.0,"Los Fresnos, TX"
35699,35700,2016-03-13,"Washington, D.C. (above I-295 bridge)",DC,USA,Flash,"I want to be clear on this event, I was on my way to N.H from Doswell Virginia, after staying the night in Kings dominion Best western.",2016.0,"Washington, D.C. (above I-295 bridge), DC"
35700,35701,2016-03-13,Mineral Springs,NC,USA,Light,"My wife and I sitting on our back deck noticed a bright light to the SW, left of Orion.  ((NUFORC Note:  Sirius.  PD))",2016.0,"Mineral Springs, NC"
35703,35704,2016-03-13,Ravena,NY,USA,Light,"Rather large brilliantly bright stationary object, bigger than a helicopter hovering to the East of I-87",2016.0,"Ravena, NY"
35708,35709,2016-03-12,Kotzebue,AK,USA,Light,Bright white light in sky dropped another bright light out of it.,2016.0,"Kotzebue, AK"
35719,35720,2016-03-12,Ft. Pierce,FL,USA,Circle,"Reddish/orange circular, hazy, glowing, light moving north along the west edge of Indian River.",2016.0,"Ft. Pierce, FL"
35726,35727,2016-03-11,West Farmington,NM,USA,Formation,"((HOAX??))  As I was driving 3 red lights appeared above a cemetery hill.  In orion's formation, flashing.",2016.0,"West Farmington, NM"
35728,35729,2016-03-11,Stirling,NJ,USA,Flash,"The entire sky flashed the colors red, blue and green three times within three minutes.",2016.0,"Stirling, NJ"
35744,35745,2016-03-11,McHenrry,IL,USA,Triangle,3 lights in a triangle shape traveling 1/3 speed of shooting star.,2016.0,"McHenrry, IL"
35747,35748,2016-03-10,Ponce (Puerto Rico),PR,USA,Flash,"UTC 9:30 AC March 10, 2016 Flashing bright red light in the night sky moving across horizon in Zigzag patterns across the horizon. No s",2016.0,"Ponce (Puerto Rico), PR"
35755,35756,2016-03-09,Biscoe,NC,USA,Light,I have seen this light from my bedroom window almost every night in the last month. This object of light varies from Orange red blue fl,2016.0,"Biscoe, NC"
35762,35763,2016-03-09,Long Prairie,MN,USA,Unknown,"My neighbor and I live in the country in rural Minnesota, at 9:00 at night a beeping noise was moving around our house. My neighbors ho",2016.0,"Long Prairie, MN"
35783,35784,2016-03-07,Ocklawaha,FL,USA,Disk,"((HOAX??))Silver color saucer shape w/ red and white lights blinking flying through the pm sky,and diamond shape ships flying, hovering",2016.0,"Ocklawaha, FL"
35787,35788,2016-03-06,College Point (Queens),NY,USA,Other,"Completely silent commuter plane at 2,000 feet.",2016.0,"College Point (Queens), NY"
35802,35803,2016-03-05,"Gage (I-10, Exit 67)",NM,USA,Chevron,"Slow rotation, sationery in one place, with slight windy conditions, seems to be 20 mi maybe away or less see direction. When rotating",2016.0,"Gage (I-10, Exit 67), NM"
35805,35806,2016-03-05,Pasco County,FL,USA,Oval,Blue-green sphere seen at 8:00 position from the sun during sunset on 3/5/2016 .  ((NUFORC Note:  Lens flare in photo of Sun.  PD)),2016.0,"Pasco County, FL"
35812,35813,2016-03-04,Kalaheo,HI,USA,Rectangle,"At approximately 5:58 AM on the morning of March 4, 2016, while looking out my window, facing East South East, at about 45 to 50 degree",2016.0,"Kalaheo, HI"
35822,35823,2016-03-03,Baldwinville,MA,USA,Fireball,I and a friend spotted a large green fireball shoot straight down from the sky unsure of exact time but have seen there is another.,2016.0,"Baldwinville, MA"
35827,35828,2016-03-03,West Topsham,VT,USA,Changing,"Several orange lights flying separately and in triangular formation, accompanied by a loud roaring noise.",2016.0,"West Topsham, VT"
35838,35839,2016-03-02,Scottsdale/Northwest Mesa,AZ,USA,Light,5 lights seen traveling over Scottsdale/North Mesa area in uniform fashion.,2016.0,"Scottsdale/Northwest Mesa, AZ"
35842,35843,2016-03-02,Wickieup (south of),AZ,USA,Formation,"Four bright lights over Wickieup, AZ.",2016.0,"Wickieup (south of), AZ"
35850,35851,2016-03-01,Stover,MO,USA,Cylinder,Observed cylinder shaped object with triangle lights.,2016.0,"Stover, MO"
35851,35852,2016-03-01,Luxora,AR,USA,Cigar,It was a cigar object.,2016.0,"Luxora, AR"
35855,35856,2016-03-01,Battle Lake,MN,USA,Cigar,Cigar-shaped silver object in the sky.,2016.0,"Battle Lake, MN"
35856,35857,2016-03-01,Waterbury (over),CT,USA,Disk,"4 spirals made in one cloud, and 4 aircraft (UFO's) seen leaving the immediate area.  Over the western skies of Waterbury, CT.",2016.0,"Waterbury (over), CT"
35882,35883,2016-02-29,"Bolivar, Hermitage, and Urbana",MO,USA,Light,"I was driving N from Bolivar, MO, to Hermitage Mo and then to Urbana at approx. 6:45 I noticed a bright light in the northern sky the",2016.0,"Bolivar, Hermitage, and Urbana, MO"
35884,35885,2016-02-29,Harbor Beach,MI,USA,Light,Yellow/white ball of light.,2016.0,"Harbor Beach, MI"
35886,35887,2016-02-29,Salunga/Landisville area right by highway 283,PA,USA,Triangle,Pennsylvania triangular aircraft sighting.,2016.0,"Salunga/Landisville area right by highway 283, PA"
35897,35898,2016-02-28,Rubidoux,CA,USA,Light,Bright blue ufo and major power outage in my town.,2016.0,"Rubidoux, CA"
35898,35899,2016-02-28,Charlotte (outside of; I-485),NC,USA,Other,Daytime sighting of Boeing 737s suspended motionless in air over 485 outside Charlotte.,2016.0,"Charlotte (outside of; I-485), NC"
35899,35900,2016-02-28,Levene,AZ,USA,Triangle,"White, shiny triangles.",2016.0,"Levene, AZ"
35903,35904,2016-02-28,Ivy Bluff,TN,USA,Light,"Very large, bright & slowly flashing object moving across the western horizon heading south!",2016.0,"Ivy Bluff, TN"
35904,35905,2016-02-28,Pray/Livingston (between),MT,USA,Cigar,"40 foot long Cigar shaped object with 2 beaming lights transitioning from white to green, very bright, moving in an unidentified motion",2016.0,"Pray/Livingston (between), MT"
35911,35912,2016-02-28,Rosiclare,IL,USA,Triangle,"7 ""satellite"" objects within five minutes?  ((NUFORC Note:  Possible sightings of satellites??  PD))",2016.0,"Rosiclare, IL"
35922,35923,2016-02-27,Plam Bay,FL,USA,Sphere,Orange glowing lights over Palm Bay.,2016.0,"Plam Bay, FL"
35929,35930,2016-02-26,Lower Mount Bethel,PA,USA,Triangle,"Triangular craft observed in the sky at sunrise, moving west to east, right above the tree line.",2016.0,"Lower Mount Bethel, PA"
35936,35937,2016-02-26,Sacaton,AZ,USA,Disk,"Was exiting Gila River Reservation, Sacaton.  Noticed three lights blinking, just hovering near the desert, east of Interstate 10.",2016.0,"Sacaton, AZ"
35938,35939,2016-02-26,Cedar Hill/Burnsmill,MO,USA,Cone,"This ""thing"" was flashing colors, and every few often the horizon line would glow.  ((NUFORC Note:  Possibly Sirius?  PD))",2016.0,"Cedar Hill/Burnsmill, MO"
35944,35945,2016-02-25,Johnson Creek (on outskirts of; on Hwy 94 east),WI,USA,Triangle,Triangle shaped ufo clearly seen coming back to Milwaukee from the WIAA state wrestling tournament. Was initially thought to be a helic,2016.0,"Johnson Creek (on outskirts of; on Hwy 94 east), WI"
35946,35947,2016-02-25,Clements,AL,USA,Circle,White sphere.,2016.0,"Clements, AL"
35948,35949,2016-02-24,Sodaville,OR,USA,Disk,Disc shaped glowing lights tonight with pictures and video!,2016.0,"Sodaville, OR"
35949,35950,2016-02-24,Copan,OK,USA,Other,"We were driving back from Dewey, OK; my husband who was sitting passenger said look at that!!  There was three bright, orange lights.",2016.0,"Copan, OK"
35964,35965,2016-02-22,Wilkeson,WA,USA,Triangle,"Triangle shaped craft spotted above Wilkeson, WA.",2016.0,"Wilkeson, WA"
35986,35987,2016-02-20,Colerain Township,OH,USA,Cylinder,Cylindrical object in the southern sky with glowing red and white lights in the lower half.,2016.0,"Colerain Township, OH"
35998,35999,2016-02-19,Tallapoosa,GA,USA,Sphere,Hovering lights.,2016.0,"Tallapoosa, GA"
36008,36009,2016-02-19,Estrella (west of Phoenix),AZ,USA,Light,"Cluster of 13 Lights over Estrella, AZ, seen for 5 minutes by two witnesses.",2016.0,"Estrella (west of Phoenix), AZ"
36014,36015,2016-02-19,Churchville,PA,USA,Egg,"After hearing helicopter in area for approx. 5 minutes, I looked out window and coming from S to N is a helicopter.",2016.0,"Churchville, PA"
36016,36017,2016-02-19,Hoffman,IL,USA,Teardrop,"Greenish white fireball ,that was going west in a descending arc, brightly visible for several seconds.",2016.0,"Hoffman, IL"
36023,36024,2016-02-18,Gallatin (town of; Red Hook zip),NY,USA,Other,Large boomerang shaped object in the night sky.,2016.0,"Gallatin (town of; Red Hook zip), NY"
36036,36037,2016-02-17,Miami (Suburbs),FL,USA,Triangle,"Triangle formation, three lights proceeding one red light.",2016.0,"Miami (Suburbs), FL"
36038,36039,2016-02-17,Spring Prairie,WI,USA,Unknown,"Was driving N on Hwy. 120, just S of Hwy. 11, when above my car flew a triangular plane-like formation of 3 bright green lights.",2016.0,"Spring Prairie, WI"
36040,36041,2016-02-17,Farmington/Helenville,WI,USA,Formation,"3 red lights, one blinking, moving in formation or possibly on vehicle",2016.0,"Farmington/Helenville, WI"
36054,36055,2016-02-16,Casa Grande (near),AZ,USA,Light,Bright pair of white lights south of Phoenix area.,2016.0,"Casa Grande (near), AZ"
36061,36062,2016-02-15,Elberon,VA,USA,Disk,This is incredible being it was taken with two different games cams. This rules out human error.  movement to set them off,2016.0,"Elberon, VA"
36066,36067,2016-02-14,Starview,PA,USA,Flash,"Bright flash, followed by fireball.",2016.0,"Starview, PA"
36074,36075,2016-02-14,Beacon Falls,CT,USA,Flash,"Was outside smoking and a bright blue light lit up the back of my house. Thought it was a car, but happened to look up and saw the brig",2016.0,"Beacon Falls, CT"
36078,36079,2016-02-14,Santa Fe (on ranch),CA,USA,Light,"Strange moving light, making quick movements of great distance and s-shaped turns.",2016.0,"Santa Fe (on ranch), CA"
36080,36081,2016-02-14,Ran home Santa Fe,CA,USA,Light,Strange moving light making quick movements of great distance and s shaped turns,2016.0,"Ran home Santa Fe, CA"
36092,36093,2016-02-13,Wheeler AAF,HI,USA,Orb,Seen 2 white orbs appeared to be bouncing off each other.,2016.0,"Wheeler AAF, HI"
36095,36096,2016-02-13,Carpenteria,CA,USA,Sphere,"Bright red light hovered a minute, then zoomed off fast.",2016.0,"Carpenteria, CA"
36098,36099,2016-02-13,West Mobile,AL,USA,Fireball,"((HOAX??))  5 ""sequinized"" fireballs in the sky.",2016.0,"West Mobile, AL"
36104,36105,2016-02-12,Ojo Caliente,NM,USA,Light,Girlfriend walked out the house looked up and saw rapidly blinking light various colors.I retrieved binoculars and was able to see diff,2016.0,"Ojo Caliente, NM"
36108,36109,2016-02-11,La Junta,CO,USA,Fireball,Flying object shoot out in the sky.,2016.0,"La Junta, CO"
36124,36125,2016-02-11,Zion,IL,USA,Disk,A bunch of lights with the silhouette of a saucer.,2016.0,"Zion, IL"
36138,36139,2016-02-10,Watchung,NJ,USA,Chevron,"Chevron-shaped craft flying low and slow over Watchung, NJ.",2016.0,"Watchung, NJ"
36142,36143,2016-02-10,Idanha,OR,USA,Other,Awe inspiring and a bit scary when it was right above me.,2016.0,"Idanha, OR"
36157,36158,2016-02-10,Bean Station,TN,USA,Light,"Bright green light spotted, not an airplane.",2016.0,"Bean Station, TN"
36158,36159,2016-02-10,Bothell/Kirkland,WA,USA,Other,Large flashing rainbow colored lights seen @630-7pm over I-405 N/S  in Bothell/Woodinville/Juanita.  ((NUFORC Note:  Sirius?  PD)),2016.0,"Bothell/Kirkland, WA"
36159,36160,2016-02-10,Lebo,KS,USA,Sphere,"Red, orange, blue multi-colored ufo.",2016.0,"Lebo, KS"
36164,36165,2016-02-09,Perrine,FL,USA,Rectangle,"Elongated, fiery objects flying vertically in a decending motion.",2016.0,"Perrine, FL"
36178,36179,2016-02-08,"Washington, D.C. & Baltimore (between; on I-295)",MD,USA,Triangle,"Hovering airplane-like craft over I-295, between Washington, D.C., and Baltimore.",2016.0,"Washington, D.C. & Baltimore (between; on I-295), MD"
36189,36190,2016-02-07,Los Ranchos de Albuquerque,NM,USA,Triangle,Bright yellow light moved side to side then disappeared.,2016.0,"Los Ranchos de Albuquerque, NM"
36190,36191,2016-02-07,Culpeper,VA,USA,Sphere,Two spheres move in unusual ways in early morning.,2016.0,"Culpeper, VA"
36195,36196,2016-02-06,Camp Lake,WI,USA,Light,"Brilliant bright light in a perfect round shape, close to the ground without any sound. it was traveling very fast",2016.0,"Camp Lake, WI"
36200,36201,2016-02-06,Brian Head,UT,USA,Circle,"Round, white object that moved quickly and turned around and then seemed not to be moving.",2016.0,"Brian Head, UT"
36203,36204,2016-02-06,Claysburg,PA,USA,Light,"Two satellite-looking objects stopping, reversing, rotating and changing direction before disappearing in the distance.",2016.0,"Claysburg, PA"
36221,36222,2016-02-05,Carefree,AZ,USA,Oval,20 amber lights- erratic movement.,2016.0,"Carefree, AZ"
36222,36223,2016-02-05,Cooleemee,NC,USA,Unknown,"7 dark masses slowly fly past low above the trees, moving N to S following the South Yadkin River.",2016.0,"Cooleemee, NC"
36227,36228,2016-02-05,Southmont,NC,USA,Cross,5 unidentified craft flew over our house heading toward High Rock Lake.,2016.0,"Southmont, NC"
36228,36229,2016-02-05,Selkirk,NY,USA,Cross,My family went out for dinner on our way back home we traveled the nys thurway we past a trooper who had someone pulled over and shortl,2016.0,"Selkirk, NY"
36235,36236,2016-02-04,Los Angeles (Venice Beach),CA,USA,Teardrop,"Yesterday at sunset a completely identified object, 1 of the Predator Iraq war drones flying silently east to west opposite the LAX.",2016.0,"Los Angeles (Venice Beach), CA"
36247,36248,2016-02-03,Lupton City,TN,USA,Circle,Black hovering shaped craft darting through behind the clouds.,2016.0,"Lupton City, TN"
36258,36259,2016-02-02,Lake Ozark,MO,USA,Circle,"I saw what looked like a shooting star.  However, since it just turned evening, I felt that was unlikely.  It was moving very fast.",2016.0,"Lake Ozark, MO"
36274,36275,2016-02-01,Granite Bay,CA,USA,Other,"Cluster of color changing lights in sky, stationary, then moving slowly, then vanishing.",2016.0,"Granite Bay, CA"
36278,36279,2016-01-31,Ten mile,TN,USA,Circle,Gazing at stars.  This one was red and left a tail behind it.  No noise again.  ((NUFORC Note:  Possible meteor??  PD)),2016.0,"Ten mile, TN"
36290,36291,2016-01-31,Emigrant Pass (near; foothills of),OR,USA,Other,"Seen a object with a solid orange bar that lit up bright on the base and the top, it moved slow like a helicopter and was 40 feet off t",2016.0,"Emigrant Pass (near; foothills of), OR"
36293,36294,2016-01-30,Naalehu,HI,USA,Sphere,"Orange/Bright White Seeming Metallic Ball(40 ft diameter) Seen Descending Near South Point, Hawaii",2016.0,"Naalehu, HI"
36302,36303,2016-01-30,Rover,TN,USA,Changing,V-shaped then spreading out into a long line with red lights in what looked like along the edges.,2016.0,"Rover, TN"
36313,36314,2016-01-29,Helenville,WI,USA,Light,"Saw a round light hovering in sky like maybe a satellite but it was way to low. Then a larger light switched on like a spotlight,like i",2016.0,"Helenville, WI"
36319,36320,2016-01-29,Baltimore (West Hampden),MD,USA,Triangle,In West Hampden. Swirling pulsing noise prompted me to look outside where I saw a large floating illuminated object by the tower/antenn,2016.0,"Baltimore (West Hampden), MD"
36324,36325,2016-01-28,Phoenix (Fort McDowell),AZ,USA,Light,Multiple lights hovering in a row North of Phoenix!,2016.0,"Phoenix (Fort McDowell), AZ"
36332,36333,2016-01-28,Ayer/Harvard,MA,USA,Orb,"3 reddish/orange orbs over rte 2 in Ayer, MA.",2016.0,"Ayer/Harvard, MA"
36334,36335,2016-01-28,Tome,NM,USA,Light,I'm constantly seeing orange lights hovering over the bosque in los lunas.,2016.0,"Tome, NM"
36335,36336,2016-01-28,Tempe/Phoenix,AZ,USA,Circle,4 bright circular lights in sky over South Phoenix.,2016.0,"Tempe/Phoenix, AZ"
36336,36337,2016-01-28,La Luz,NM,USA,Light,"Yellowish/orange sphere seen by 3 witness in Alamogordo, New Mexico.",2016.0,"La Luz, NM"
36351,36352,2016-01-26,Roswell/Ruidoso,NM,USA,Light,2 separate instances of 3 orange lights appearing/disappearing,2016.0,"Roswell/Ruidoso, NM"
36352,36353,2016-01-26,Route 66 West (Exit 50),VA,USA,Flash,It was super fast. Idk what it was to be honest but It really freaked me out. I know it wasn't a shooting star cause it was a lot bigge,2016.0,"Route 66 West (Exit 50), VA"
36356,36357,2016-01-25,Ten Mile to Knox,TN,USA,Formation,"Lights in Knox no noise. ten mile, triangler shape, it was black, red spot underneath it, three stories high off ground off 305. again",2016.0,"Ten Mile to Knox, TN"
36375,36376,2016-01-24,Whitestone,NY,USA,Light,Bright light.,2016.0,"Whitestone, NY"
36378,36379,2016-01-24,Four Oaks,NC,USA,Light,"Strange yellow lights near Garner, NC.",2016.0,"Four Oaks, NC"
36380,36381,2016-01-24,Lakveville,MN,USA,Fireball,Two orange glows in the sky going fast an low with absolutly no sound of jet engines or rotor blades.,2016.0,"Lakveville, MN"
36385,36386,2016-01-23,Orting,WA,USA,Triangle,The second sighting in my life in the same spot.,2016.0,"Orting, WA"
36396,36397,2016-01-22,Antinito,CO,USA,Cylinder,Object discovered in picture.,2016.0,"Antinito, CO"
36415,36416,2016-01-20,Barre Town,VT,USA,Circle,"3 bright-warm yellow colored solid circles-tear shape (?), dancing in-out of clouds in circular pattern. Lasted 5-10 sec; 2 times over",2016.0,"Barre Town, VT"
36418,36419,2016-01-20,Norwich/Thetford,VT,USA,Other,Trio of very bright lights appear then fade,2016.0,"Norwich/Thetford, VT"
36422,36423,2016-01-19,Ivor,VA,USA,Other,Stargazing at 3am... We were not supposed to see this...,2016.0,"Ivor, VA"
36424,36425,2016-01-19,Camby/Indianapolis,IN,USA,Light,6 vertical beams of light in the morning sky.,2016.0,"Camby/Indianapolis, IN"
36426,36427,2016-01-19,Little Chute,WI,USA,Oval,"Distinct orange oval globes seen twice south of Little Chute, WI on 2 different dates and times in Jan 2016.",2016.0,"Little Chute, WI"
36438,36439,2016-01-17,Joppatown,MD,USA,Other,ISS live feed images.,2016.0,"Joppatown, MD"
36439,36440,2016-01-17,Accord,NY,USA,Triangle,Three gold/white lights - either an individual craft of three separate in tight formation - silentlymoving at slow speed - traveling S-,2016.0,"Accord, NY"
36442,36443,2016-01-17,Mineola,TX,USA,Other,Extreme altitude object moving at high speed North.  Possible near Earth pass by a large asteroid.,2016.0,"Mineola, TX"
36451,36452,2016-01-16,Denvile,NJ,USA,Circle,Driving along route 10 near tabor road in morrisplains and saw two white lights with a red light at the center,2016.0,"Denvile, NJ"
36452,36453,2016-01-16,Mill Spring,NC,USA,Cigar,Slim object with band of flickering lights seen hovering above nearby mountain peak - making unbelievable erratic maneuvers.,2016.0,"Mill Spring, NC"
36454,36455,2016-01-16,Woodside,NY,USA,Oval,"We saw a large, oval bright blue light in the sky that stayed for about 10 minutes.  ((NUFORC Note:  Advertising lights.  PD))",2016.0,"Woodside, NY"
36456,36457,2016-01-16,Neskowin,OR,USA,Oval,"The misty, illuminated oval traveled from the East losing altitude until it disappeared into the ocean.",2016.0,"Neskowin, OR"
36457,36458,2016-01-16,Amery/Star Prairie,WI,USA,Other,"Saw big white lights, scattered 100 miles appart, sparks off of the light, looked like it bouned on the atmosphere but under clouds.",2016.0,"Amery/Star Prairie, WI"
36462,36463,2016-01-15,Road,TX,USA,Diamond,Diamond in the sky.,2016.0,"Road, TX"
36466,36467,2016-01-15,Morganza,MD,USA,Light,((HOAX??))  I happened to look up and stare for a moment at the stars and noticed one the stood out the most.,2016.0,"Morganza, MD"
36477,36478,2016-01-14,I-495 North (driving on),MD,USA,Triangle,Triangle UFO over Maryland Highway 495N.,2016.0,"I-495 North (driving on), MD"
36487,36488,2016-01-13,Woodland Township,NJ,USA,Light,"Bright light with flashing lights hovering over rte 72,  lt began following me.  Scared tried to get away.",2016.0,"Woodland Township, NJ"
36501,36502,2016-01-12,Colorado Springs (east of),CO,USA,Changing,"Dark, elongated horizontal streak, which changed shape, seen by airline passengers over southern Colorado on January 12, 2016.",2016.0,"Colorado Springs (east of), CO"
36503,36504,2016-01-12,Elk Grove Village,IL,USA,Cigar,I was outside with my boyfriend on our back patio. I live right next to airport so I'm used to seeing lots of lights and airplanes and,2016.0,"Elk Grove Village, IL"
36507,36508,2016-01-12,Lafayette (14 mi. E of),LA,USA,Other,Half V-formation lights with plan not far behind.,2016.0,"Lafayette (14 mi. E of), LA"
36515,36516,2016-01-11,Ivanhoe,NC,USA,Triangle,"An object with red flashing lights flying low in front of my house in open blueberry field, and then to the left of my house over small",2016.0,"Ivanhoe, NC"
36521,36522,2016-01-11,Rifton,NY,USA,Rectangle,Saw a rectangular object fireball orange/reddish/yellow approximately 300 feet up moving in a straight path east northeast direction.,2016.0,"Rifton, NY"
36523,36524,2016-01-10,Jarvisburg,NC,USA,Disk,I was fully aware that there was an occupied object  of some type  seemingly “hiding” in that cloud.  ((anonymous report)),2016.0,"Jarvisburg, NC"
36531,36532,2016-01-09,Corona del Mar,CA,USA,Light,((HOAX.  Contact information is bogus.))  Mysterious bright lights in Pacific Ocean.,2016.0,"Corona del Mar, CA"
36537,36538,2016-01-08,Trout Valley,IL,USA,Chevron,"Green/orange chevron shape over Cary, IL.",2016.0,"Trout Valley, IL"
36544,36545,2016-01-07,Brodheadsville,PA,USA,Light,Object 'falling' with trails of steam/ice  in the sky and shiny object motionless below it.,2016.0,"Brodheadsville, PA"
36552,36553,2016-01-06,North Riverside,IL,USA,Unknown,"Bee-like flying light like the sun ""star color brightness"" and size of the moon from my bed!",2016.0,"North Riverside, IL"
36554,36555,2016-01-06,Hereford Township,PA,USA,Light,"There are 2 lights hovering just about the tree line. Upon flashing a spot light in the light balls directions, they seemed to approach",2016.0,"Hereford Township, PA"
36557,36558,2016-01-06,Arlington/Marysville,WA,USA,Chevron,"As a pilot I recognized these as aircraft landing lights, but they never moved.",2016.0,"Arlington/Marysville, WA"
36558,36559,2016-01-06,Phenix city,AL,USA,Cone,I was heading to work around 05:50 when I spotted a different looking object in the sky. It looked nothing like an aircraft carrier.  I,2016.0,"Phenix city, AL"
36561,36562,2016-01-06,Vassar,MI,USA,Triangle,"Silent, hovering craft.",2016.0,"Vassar, MI"
36565,36566,2016-01-06,Goliad,TX,USA,Orb,"Orange orb seen in South Tx, heading north",2016.0,"Goliad, TX"
36572,36573,2016-01-05,Lordstown (near; on I-80),OH,USA,Light,"Travelling W on I-80 near Lordstown, OH, I suddenly saw a very bright light just south of the highway.

It appears there is a milit",2016.0,"Lordstown (near; on I-80), OH"
36583,36584,2016-01-04,Roberts County,SD,USA,Orb,Mystery orb which changed direction.,2016.0,"Roberts County, SD"
36585,36586,2016-01-04,Stanardsville,VA,USA,Other,"Dimming ""star"" moving in a circular pattern.   ((NUFORC Note:  Sirius.  PD))",2016.0,"Stanardsville, VA"
36586,36587,2016-01-04,North Shore,HI,USA,Light,USO pipeline surfcam.,2016.0,"North Shore, HI"
36595,36596,2016-01-04,New Blaine,AR,USA,Triangle,Triangle shape moving slowly north to south at night.,2016.0,"New Blaine, AR"
36605,36606,2016-01-03,Forest Acres,SC,USA,Light,Red light over Columbia.,2016.0,"Forest Acres, SC"
36617,36618,2016-01-02,Pound Ridge,NY,USA,Triangle,"Dark gray triangular object spotted very close, saw it clear as day.",2016.0,"Pound Ridge, NY"
36625,36626,2016-01-02,Black Canyon City,AZ,USA,Light,"Three orange lights fly south above I-17 towards Phoenix, Arizona.",2016.0,"Black Canyon City, AZ"
36653,36654,2016-01-01,Branchland,WV,USA,Orb,Saw three white orbs while camping.  Moving at high speeds and doing  90 degree turns.,2016.0,"Branchland, WV"
36661,36662,2016-01-01,French Creek,WV,USA,Other,Huge object with multiple multicolored lights.,2016.0,"French Creek, WV"
36677,36678,2015-12-31,Avon/Eagle,CO,USA,Light,"Two red lights over Avon, then 3 more over Eagle, CO.",2015.0,"Avon/Eagle, CO"
36691,36692,2015-12-31,Wilkes-Barre/Hazleton (between),PA,USA,Oval,Low oval reddish pinkish lights came flying from the mountain over 80 west.,2015.0,"Wilkes-Barre/Hazleton (between), PA"
36705,36706,2015-12-30,Harpersville,AL,USA,Oval,6 oval white lights in the sky.  Followed us darted back and forth.,2015.0,"Harpersville, AL"
36708,36709,2015-12-29,Hilldale,WV,USA,Rectangle,"My brother an I were flying our drones when we noticed a white boxy craft hovering at about 1,000 ft it seemed to be observing us.",2015.0,"Hilldale, WV"
36719,36720,2015-12-28,Glendale (La Crecenta,CA,USA,Triangle,"Lights dancing.  ((NUFORC Note:  Possible sightings of ""twinkling"" stars?  PD))",2015.0,"Glendale (La Crecenta, CA"
36728,36729,2015-12-26,DeLuz/Temecula,CA,USA,Cylinder,"Large object on fire fell horizontally from sky and landed behind rocky hills, Riverside, CA.",2015.0,"DeLuz/Temecula, CA"
36734,36735,2015-12-26,Campobello,SC,USA,Triangle,Orange lights; triangular in shape.,2015.0,"Campobello, SC"
36744,36745,2015-12-25,Upton/Millbury,MA,USA,Formation,"4 lights spreading out from one point, rotating 45 degrees, then meeting again.  ((NUFORC Note:  Advertising lights?  PD))",2015.0,"Upton/Millbury, MA"
36754,36755,2015-12-24,Sligo,PA,USA,Rectangle,3 bright vertical spinning objects ascending.,2015.0,"Sligo, PA"
36758,36759,2015-12-24,Tomahawk,WV,USA,Triangle,((HOAX??  Contact information defective.))  White triangle moving about the sky.,2015.0,"Tomahawk, WV"
36772,36773,2015-12-24,Plum,PA,USA,Fireball,3 bright perfectly lined up orbs that vanished one by one.,2015.0,"Plum, PA"
36776,36777,2015-12-24,Wind Lake,WI,USA,Triangle,"UFO's Spotted in Wind Lake, WI on Christmas Eve.",2015.0,"Wind Lake, WI"
36782,36783,2015-12-23,Toluca Lake,CA,USA,Rectangle,A box-shaped transparent object reflected by sunlight over Universal Studio Hollywood trailing clouds made by an aircraft.,2015.0,"Toluca Lake, CA"
36783,36784,2015-12-23,Mill Run,PA,USA,Unknown,It was a big ball of light and I saw it hover for about 4 seconds and then shot off,2015.0,"Mill Run, PA"
36799,36800,2015-12-22,Moorpark,CA,USA,Light,Comet-like appearance.   ((NUFORC Note:  Re-entering space debris.  PD)),2015.0,"Moorpark, CA"
